event_id_cnty,event_date,notes,topic_manual
RUS9094,30 October 2022,"On 30 October 2022, residents took part in the 'Returning the Names' ceremony in Pskov to mark the Day of Remembrance of the Victims of Political Repressions. This year, the authorities did not authorize the ceremony, traditionally organized by the Memorial human rights group, to be held in Moscow, but small gatherings took place in several cities across Russia.",political
RUS9088,30 October 2022,"On 30 October 2022, around 50 people took part in a gathering in Kirov to mark the Day of Remembrance of the Victims of Political Repressions. This year, the authorities did not authorize the 'Returning the Names' ceremony, traditionally organized by the Memorial human rights group to mark Remembrance Day, to be held in Moscow, but small gatherings took place in several cities across Russia. Members of the opposition party Yabloko took part in the event.",political
RUS9096,30 October 2022,"On 30 October 2022, residents took part in the 'Returning the Names' ceremony in Ulyanovsk to mark the Day of Remembrance of the Victims of Political Repressions. This year, the authorities did not authorize the ceremony, traditionally organized by the Memorial human rights group, to be held in Moscow, but small gatherings took place in several cities across Russia.",political
RUS9087,30 October 2022,"On 30 October 2022, residents, including students and Orthodox church representatives, took part in the 'Returning the Names' ceremony in Ulan-Ude to mark the Day of Remembrance of the Victims of Political Repressions. This year, the authorities did not authorize the ceremony, traditionally organized by the Memorial human rights group, to be held in Moscow, but small gatherings took place in several cities across Russia.",political
RUS9068,30 October 2022,"On 30 October 2022, around 150 people took part in a rally in Melnikovo in support of the Russian military invasion of Ukraine. Deputies and the ruling United Russia members took part in the event.",war (pro)
RUS9070,30 October 2022,"On 30 October 2022, Kalmyk activists held a series of pickets in Elista, protesting against the Russian invasion of Ukraine and the mobilization of indigenous people of Russia. Activists and rights groups argued that the mobilization that started in September has disproportionally affected indigenous ethnic minorities, putting some of them on the brink of extinction.",war (anti)
RUS9089,29 October 2022,"On 29 October 2022, residents blocked the road in Motushi, protesting against the construction works near their village to develop a sand pit. With the construction equipment working around the clock, residents complain about constant noise and damaged roads.",environmental
RUS9090,29 October 2022,"On 29 October 2022, around 250 residents joined a rally in Novosibirsk against plans to build a landfill near the villages of Zherebtsovo and Plotnikovo.",environmental
RUS9066,29 October 2022,"On 29 October 2022, people gathered in Ryazan to take part in a concert-rally in support of the Russian military invasion of Ukraine. Representatives of veterans' organizations spoke at the event.",war (pro)
RUS9059,26 October 2022,"On 26 October 2022, Yandex taxi drivers staged a protest in Surgut against their working conditions, in particular high commissions, the system of fines, and unpredictable rates during the day.",economic
RUS9051,26 October 2022,"On 26 October 2022, people gathered in Syktyvkar to participate in a concert-rally, organized by a local veterans' organization, in support of the Russian military invasion of Ukraine. The head of the republic spoke at the event.",war (pro)
RUS9047,25 October 2022,"On 25 October 2022, residents in Shatsk participated in a rally in support of the Russian military invasion of Ukraine. Heads of the local rural settlements took part in the event.",war (pro)
RUS9048,25 October 2022,"On 25 October 2022, people gathered in Shilovo to participate in a rally in support of the Russian military invasion of Ukraine.",war (pro)
RUS9050,23 October 2022,"On 23 October 2022, around 150 people gathered in Melnikovo to participate in a rally in support of the Russian military invasion of Ukraine. Local deputies and United Russia members took part in the event.",war (pro)
RUS9063,23 October 2022,"On 23 October 2022, police arrested 3 people who gathered in the center of Moscow, shouting anti-war slogans amid the ongoing Russian military invasion of Ukraine.",war (anti)
RUS9052,22 October 2022,"On 22 October 2022, around 100 residents staged a protest in Novosibirsk, demanding to demolish the local market, due to unsanitary conditions, and the landfill close to their neighborhood, which negatively affects the environment. The protest was organized by the Communists of Russia.",environmental
RUS9046,22 October 2022,"On 22 October 2022, residents in Volzhskiy participated in a demonstration and a motor rally in Volzhsky in support of the Russian military forces. Local deputies spoke at the event.",war (pro)
RUS9049,22 October 2022,"On 22 October 2022, residents gathered in Ulyanovsk in support of the Russian military invasion of Ukraine. Local deputies, KPRF and A Just Russia members, and members of Combat Brotherhood spoke at the event.",war (pro)
RUS9062,22 October 2022,"On 22 October 2022, 3 protesters staged pickets at different locations in Moscow, against the Russian military invasion of Ukraine. Police arrested all protesters.",war (anti)
RUS9061,20 October 2022,"On 20 October 2022, 4 Komsomol activists staged pickets in Cheboksary, demanding to ensure the promised payments to the mobilized. After the beginning of the mobilization on 21 September, there have been complaints that the mobilized soldiers have not received any payments or received very small amounts. Police didn't intervene, but the activists were fined after the pickets for violating COVID19-related restrictions on public events.",economic
RUS9025,19 October 2022,"On 19 October 2022, around 20 women staged a demonstration in front of the French embassy in Moscow, protesting against the international reaction to the military intervention of Azerbaijan in Armenia and the oil and gas embargo. Police dispersed the protesters and arrested 3 women, 2 of them Azerbaijani nationals and one Russian national.",political
